index,X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
4883,-8988037.07376945,4870378.51083231,5030,27743906,ACUITY SPECIALTY HOSPITAL - OHIO VALLEY AT BELMONT,4697 HARRISON STREET,BELLAIRE,OH,43906,NOT AVAILABLE,(740) 671-1438,LONG TERM CARE,OPEN,15,BELMONT,39013,USA,40.0305210760001,-80.740910776,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2016/09/14 00:00:00+00,http://belmont.acuityhealthcare.net/,1490,NOT AVAILABLE,39,PROPRIETARY,-999,15,NOT AVAILABLE,N
4884,-9414590.67947324,4781371.29915702,5031,13645013,THE FORT HAMILTON HOSPITAL,630 EATON AVENUE,HAMILTON,OH,45013,NOT AVAILABLE,(513) 867-2000,GENERAL ACUTE CARE,OPEN,274,BUTLER,39017,USA,39.415548233,-84.572707011,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2014/03/12 00:00:00+00,https://www.ketteringhealth.org/forthamilton/,1117,NOT AVAILABLE,39,NON-PROFIT,-999,274,NOT AVAILABLE,Y
4885,-9638026.9150002,4125787.99597453,5032,90235801,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH ALABAMA,107 GOVERNORS DRIVE,HUNTSVILLE,AL,35801,NOT AVAILABLE,(256) 535-2300,REHABILITATION,OPEN,70,MADISON,01089,USA,34.7192094280001,-86.579868865,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2015/02/03 00:00:00+00,NOT AVAILABLE,H4502,NOT AVAILABLE,1,PROPRIETARY,-999,70,NOT AVAILABLE,Y
4886,-9401518.89909992,4770987.88339342,5033,126645069,BECKETT SPRINGS,8614 SHEPHERD FARM DRIVE,WEST CHESTER,OH,45069,NOT AVAILABLE,(502) 583-4446,PSYCHIATRIC,OPEN,72,BUTLER,39017,USA,39.343449714,-84.45528121,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2015/03/11 00:00:00+00,http://www.beckettsprings.com/,1510,NOT AVAILABLE,39,PROPRIETARY,-999,72,NOT AVAILABLE,N
4887,-10004209.2835017,3603981.37737268,5034,163670427,OUR LADY OF THE ANGELS HOSPITAL,433 PLAZA STREET,BOGALUSA,LA,70427,NOT AVAILABLE,(985) 730-6706,GENERAL ACUTE CARE,OPEN,98,WASHINGTON,22117,USA,30.7782294,-89.869341049,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2020/08/15 00:00:00+00,IMAGERY/OTHER,2015/05/30 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,22,NOT AVAILABLE,-999,98,NOT AVAILABLE,N
4888,-9638131.18173333,4126089.15822072,5035,6335801,"HUNTSVILLE HOSPITAL, THE",101 SIVLEY ROAD,HUNTSVILLE,AL,35801,NOT AVAILABLE,(256) 265-1000,GENERAL ACUTE CARE,OPEN,881,MADISON,01089,USA,34.721433099,-86.580805509,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.huntsvillehospital.org,H4503,NOT AVAILABLE,1,GOVERNMENT - DISTRICT/AUTHORITY,-999,881,LEVEL I,Y
4889,-9784441.62287074,3701912.25869265,5036,6736545,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,NOT AVAILABLE,(251) 246-9021,GENERAL ACUTE CARE,OPEN,35,CLARKE,01025,USA,31.53106846,-87.895134564,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.jacksonmedicalcenter.org,H1302,NOT AVAILABLE,1,PROPRIETARY,-999,35,LEVEL III,Y
4890,-9658583.06218643,4129560.52085462,5037,7135758,MADISON HOSPITAL,8375 HIGHWAY 72 WEST,MADISON,AL,35758,NOT AVAILABLE,(256) 265-2012,GENERAL ACUTE CARE,OPEN,60,MADISON,01089,USA,34.747060043,-86.764527877,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://madisonalhospital.org/,NOT AVAILABLE,NOT AVAILABLE,1,NON-PROFIT,-999,60,NOT AVAILABLE,N
4891,-9805053.09573257,3593448.17338513,5038,3136607,INFIRMARY LTAC HOSPITAL,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,NOT AVAILABLE,(251) 435-5822,LONG TERM CARE,OPEN,22,MOBILE,01097,USA,30.696900692,-88.0802905749999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.infirmaryhealth.org/affiliates/infirmary-ltac,H4909,NOT AVAILABLE,1,PROPRIETARY,-999,22,NOT AVAILABLE,Y
4892,-9818276.60434919,3591173.38676899,5039,10136685,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36685,NOT AVAILABLE,(251) 266-1660,GENERAL ACUTE CARE,OPEN,349,MOBILE,01097,USA,30.679327657,-88.199079374,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.providencehospital.org,01-0090,NOT AVAILABLE,1,NON-PROFIT,-999,349,LEVEL III,Y
4893,-9810735.47884487,3591845.15467943,5040,11136608,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,NOT AVAILABLE,(251) 460-5220,GENERAL ACUTE CARE,OPEN,263,MOBILE,01097,USA,30.684517488,-88.131336291,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.springhillmemorial.com,H4906,NOT AVAILABLE,1,NON-PROFIT,-999,263,LEVEL III,Y
4894,-9720503.27670723,3697570.35065256,5041,7836461,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,NOT AVAILABLE,(251) 743-7477,GENERAL ACUTE CARE,OPEN,94,MONROE,01099,USA,31.4978172020001,-87.3207666279999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.mchcare.com,H5001,NOT AVAILABLE,1,GOVERNMENT - DISTRICT/AUTHORITY,-999,94,LEVEL III,Y
4895,-8970789.19746822,4956724.42627399,5042,11043920,EAST LIVERPOOL CITY HOSPITAL,425 WEST 5TH STREET,EAST LIVERPOOL,OH,43920,NOT AVAILABLE,(330) 385-7200,GENERAL ACUTE CARE,OPEN,152,COLUMBIANA,39029,USA,40.6218555150001,-80.585970467,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.elch.org,1127,NOT AVAILABLE,39,NON-PROFIT,-999,152,NOT AVAILABLE,Y
4896,-9760071.43259677,4129578.52799941,5043,10935661,SHOALS HOSPITAL,201 W. AVALON AVENUE,MUSCLE SHOALS,AL,35661,NOT AVAILABLE,(256) 386-1701,GENERAL ACUTE CARE,OPEN,178,COLBERT,01033,USA,34.747192958,-87.67621342,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.shoalshospital.com,01-0157,NOT AVAILABLE,1,GOVERNMENT - DISTRICT/AUTHORITY,-999,178,NOT AVAILABLE,Y
4897,-9507182.64508976,3847421.88946481,5044,1236801,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,NOT AVAILABLE,(334) 749-3411,GENERAL ACUTE CARE,OPEN,314,LEE,01081,USA,32.638524869,-85.4044747899999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.eamc.org,H4101,NOT AVAILABLE,1,GOVERNMENT - DISTRICT/AUTHORITY,-999,314,LEVEL III,Y
4898,-9065441.64633904,5089094.00565915,5045,14144124,HILLCREST HOSP/CLEV CLINIC HLTH SYS,6780 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124,NOT AVAILABLE,(440) 312-4415,GENERAL ACUTE CARE,OPEN,500,CUYAHOGA,39035,USA,41.518299927,-81.436247882,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2014/03/12 00:00:00+00,http://my.clevelandclinic.org/locations_directions/regional-locations/hillcrest-hospital,1019,NOT AVAILABLE,39,NON-PROFIT,-999,500,LEVEL II,Y
4899,-9467322.7582182,3828971.80734959,5046,8336867,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,NOT AVAILABLE,(334) 732-2200,REHABILITATION,OPEN,48,RUSSELL,01113,USA,32.4988481680001,-85.046407334,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY,2013/09/03 00:00:00+00,http://www.regionalrehabhospital.com,H5702,NOT AVAILABLE,1,PROPRIETARY,-999,48,NOT AVAILABLE,N
4900,-9764766.07018622,4097600.40117805,5047,10535653,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,NOT AVAILABLE,(256) 332-8676,GENERAL ACUTE CARE,OPEN,100,FRANKLIN,01059,USA,34.5108181190001,-87.718386067,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2013/09/06 00:00:00+00,http://www.russellvillehospital.com,H3001,NOT AVAILABLE,1,PROPRIETARY,-999,100,LEVEL III,Y
4901,-9578762.85944961,4118047.76931505,5048,6135768,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,NOT AVAILABLE,(256) 259-4444,GENERAL ACUTE CARE,OPEN,170,JACKSON,01071,USA,34.6620379330001,-86.047490796,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.highlandsmedcenter.com,H3601,NOT AVAILABLE,1,GOVERNMENT - DISTRICT/AUTHORITY,-999,170,LEVEL III,Y
4902,-9567416.67088955,3734665.20666435,5049,11736081,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231,TROY,AL,36081,NOT AVAILABLE,(334) 670-5000,GENERAL ACUTE CARE,OPEN,97,PIKE,01109,USA,31.781515653,-85.94556625,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2013/09/03 00:00:00+00,http://www.troymedicalcenter.com,01-0126,NOT AVAILABLE,1,PROPRIETARY,-999,97,LEVEL III,Y
4903,-8764355.9767736,5285201.30268925,5050,170214224,WESTERN NEW YORK CHILDREN'S PSYCHIATRIC CENTER,1010 EAST AND WEST ROAD,WEST SENECA,NY,14224,3698,(716) 677-7000,PSYCHIATRIC,OPEN,46,ERIE,36029,USA,42.8238695260001,-78.731549294,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/09 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/wcpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,46,NOT AVAILABLE,N
4904,-9743507.76573833,3922522.12620528,5051,935401,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,NOT AVAILABLE,(205) 759-7407,GENERAL ACUTE CARE,OPEN,583,TUSCALOOSA,01125,USA,33.204820526,-87.5274194689999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/03/12 00:00:00+00,http://www.dchsystem.com,H6301,NOT AVAILABLE,1,GOVERNMENT - DISTRICT/AUTHORITY,-999,583,LEVEL III,Y
4905,-9109005.95298262,5068162.15772319,5052,27944130,REGENCY HOSPITAL OF CLEVELAND WEST,6990 ENGLE ROAD,MIDDLEBURG HEIGHTS,OH,44130,NOT AVAILABLE,(717) 975-4503,LONG TERM CARE,OPEN,43,CUYAHOGA,39035,USA,41.377357493,-81.827592707,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2016/09/15 00:00:00+00,http://clevelandwest.regencyhospital.com/,1478,NOT AVAILABLE,39,PROPRIETARY,-999,43,NOT AVAILABLE,N
4906,-9742421.87059968,3924365.43254055,5053,11435404,TAYLOR HARDIN SECURE MEDICAL FACILITY,1301 JACK WARNER PARKWAY N.E.,TUSCALOOSA,AL,35404,NOT AVAILABLE,(205) 556-7060,PSYCHIATRIC,OPEN,114,TUSCALOOSA,01125,USA,33.2186743980001,-87.5176647069999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://mh.alabama.gov/,01-4011,NOT AVAILABLE,1,PROPRIETARY,-999,114,NOT AVAILABLE,N
4907,-8231469.47337941,4989123.71761308,5054,171110032,NEW YORK PSYCHIATRIC INSTITUTE,1051 RIVERSIDE DRIVE,NEW YORK,NY,10032,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,21,NEW YORK,36061,USA,40.8424020360001,-73.9445483869999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/10 00:00:00+00,https://nyspi.org/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,21,NOT AVAILABLE,N
4908,-9776581.37266145,4019478.74153112,5055,10035594,NORTHWEST MEDICAL CENTER,1530 U. S. HWY 43,WINFIELD,AL,35594,NOT AVAILABLE,(205) 487-7736,GENERAL ACUTE CARE,OPEN,71,MARION,01093,USA,33.93053767,-87.824524735,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/facilitiesdirectory,2020/08/08 00:00:00+00,IMAGERY/OTHER,2013/09/06 00:00:00+00,http://www.northwestmedcenter.com,01-0086,NOT AVAILABLE,1,PROPRIETARY,-999,71,LEVEL III,Y
4909,-8387188.27486581,4888221.69247406,5056,27719403,EINSTEIN MEDICAL CENTER MONTGOMERY,559 W GERMANTOWN PIKE,EAST NORRITON,PA,19403,NOT AVAILABLE,(484) 622-7004,GENERAL ACUTE CARE,OPEN,170,MONTGOMERY,42091,USA,40.1531434790001,-75.343394181,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalsearch.asp,2020/08/08 00:00:00+00,IMAGERY,2016/09/26 00:00:00+00,http://www.einstein.edu/,NOT AVAILABLE,NOT AVAILABLE,42,NON-PROFIT,-999,170,NOT AVAILABLE,N
4910,-8726975.48309435,4937185.05573978,5057,14916602,JAMES E VAN ZANDT VA MEDICAL CENTER,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,NOT AVAILABLE,(877) 626-2500,MILITARY,OPEN,68,BLAIR,42013,USA,40.4884950540001,-78.395754606,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY,2014/01/06 00:00:00+00,http://www.altoona.va.gov/,220500,NOT AVAILABLE,42,GOVERNMENT - FEDERAL,-999,68,NOT AVAILABLE,N
4911,-9094535.4621318,5080565.75041359,5058,7244109,METROHEALTH MEDICAL CENTER,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,NOT AVAILABLE,(216) 778-7800,GENERAL ACUTE CARE,OPEN,731,CUYAHOGA,39035,USA,41.4609127630001,-81.697602076,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.metrohealth.org,1150,NOT AVAILABLE,39,GOVERNMENT - LOCAL,-999,731,"LEVEL I, LEVEL II PEDIATRIC",Y
4912,-8639570.20647484,5330760.16260071,5059,170414620,ROCHESTER PSYCHIATRIC CENTER,1111 ELMWOOD AVE,ROCHESTER,NY,14620,3005,(585) 241-1200,PSYCHIATRIC,OPEN,174,MONROE,36055,USA,43.1233126390001,-77.610579647,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/09 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/ropc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,174,NOT AVAILABLE,N
4913,-8377914.59740838,5327229.83964598,5060,171313502,MOHAWK VALLEY PSYCHIATRIC CENTER,1400 NOYES STREET,UTICA,NY,13502,NOT AVAILABLE,(315) 738-3800,PSYCHIATRIC,OPEN,67,ONEIDA,36065,USA,43.100161128,-75.260087319,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/10 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/mvpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,67,NOT AVAILABLE,N
4914,-8219815.42453368,4989828.066487,5061,169510461,BRONX PSYCHIATRIC CENTER,1500 WATERS PLACE,BRONX,NY,10461,NOT AVAILABLE,(718) 931-0600,PSYCHIATRIC,OPEN,156,BRONX,36005,USA,40.8471885170001,-73.8398582849999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/09 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/brpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,156,NOT AVAILABLE,N
4915,-8281337.75747958,5072363.55400169,5062,171710958,MID HUDSON FORENSIC PSYCHIATRIC CENTER,2834 ROUTE 17-M,NEW HAMPTON,NY,10958,NOT AVAILABLE,(845) 374-8700,PSYCHIATRIC,OPEN,285,ORANGE,36071,USA,41.4056717190001,-74.3925228049999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/10 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/mhpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,285,NOT AVAILABLE,N
4916,-8773328.44951505,5304530.60651237,5063,10214215,VA MEDICAL CENTER - BUFFALO,3495 BAILEY AVE,BUFFALO,NY,14215,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,199,ERIE,36029,USA,42.951092628,-78.812150388,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY/OTHER,2015/05/22 00:00:00+00,www.buffalo.va.gov/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - FEDERAL,-999,199,NOT AVAILABLE,N
4917,-8780910.11223459,5301185.5861511,5064,170114213,BUFFALO PSYCHIATRIC CENTER,400 FOREST AVENUE,BUFFALO,NY,14213,1298,(716) 885-2261,PSYCHIATRIC,OPEN,159,ERIE,36029,USA,42.929094891,-78.880257623,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/09 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/bupc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,159,NOT AVAILABLE,N
4918,-8445617.01578548,5176844.72051587,5065,169913904,GREATER BINGHAMTON HEALTH CENTER,425 ROBINSON STREET,BINGHAMTON,NY,13904,1755,(607) 724-1391,PSYCHIATRIC,OPEN,111,BROOME,36007,USA,42.1058249980001,-75.868268491,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/09 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/bipc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,111,NOT AVAILABLE,N
4919,-8229752.81105911,4981416.52507003,5066,170510035,KIRBY FORENSIC PSYCHIATRIC CENTER,600 EAST 125TH STREET,WARDS ISLAND,NY,10035,NOT AVAILABLE,(646) 672-5800,PSYCHIATRIC,OPEN,218,NEW YORK,36061,USA,40.790004368,-73.929127347,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/10 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/krpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,218,NOT AVAILABLE,N
4920,-9109505.25251357,5067217.93270409,5067,4544130,SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY ROAD,MIDDLEBURG HEIGHTS,OH,44130,NOT AVAILABLE,(440) 816-6702,GENERAL ACUTE CARE,OPEN,362,CUYAHOGA,39035,USA,41.3709924350001,-81.8320779909999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.swgeneral.com,1140,NOT AVAILABLE,39,NON-PROFIT,-999,362,LEVEL III,Y
4921,-8229935.57851604,4981166.72992789,5068,170610035,MANHATTAN PSYCHIATRIC CENTER,600 EAST 125TH STREET,WARDS ISLAND,NY,10035,NOT AVAILABLE,(646) 672-6767,PSYCHIATRIC,OPEN,209,NEW YORK,36061,USA,40.7883054330001,-73.930769175,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/10 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/mapc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,209,NOT AVAILABLE,N
4922,-8230866.82995391,4961804.63243672,5069,170311203,KINGSBORO PSYCHIATRIC CENTER,681 CLARKSON AVE,BROOKLYN,NY,11203,2199,(718) 221-7700,PSYCHIATRIC,OPEN,163,KINGS,36047,USA,40.656485511,-73.9391347489999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/10 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/kbpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,163,NOT AVAILABLE,N
4923,-8207112.19238152,4974880.53652579,5070,177611426,NEW YORK CITY CHILDREN'S CENTER QUEENS INPATIENT,74-03 COMMONWEALTH BLVD,BELLEROSE,NY,11426,NOT AVAILABLE,(718) 264-4500,PSYCHIATRIC,OPEN,65,QUEENS,36081,USA,40.7455367530001,-73.725743209,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/10 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/nyccc/qcpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,65,NOT AVAILABLE,N
4924,-8213174.61233171,5259528.80724938,5071,30412208,CAPITAL DISTRICT PSYCHIATRIC CENTER,75 NEW SCOTLAND AVE,ALBANY,NY,12208,NOT AVAILABLE,(518) 549-6000,PSYCHIATRIC,OPEN,110,ALBANY,36001,USA,42.654490713,-73.780202854,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY/OTHER,2016/08/29 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/cdpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,110,NOT AVAILABLE,N
4925,-8610285.33704752,5212656.96890725,5072,10014810,VA MEDICAL CENTER - BATH,76 VETERANS AVE,BATH,NY,14810,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,440,STEUBEN,36101,USA,42.344052413,-77.3475091889999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY/OTHER,2015/05/22 00:00:00+00,http://www.bath.va.gov/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - FEDERAL,-999,440,NOT AVAILABLE,N
4926,-8246616.59237043,4950883.10275532,5073,175910305,SOUTH BEACH PSYCHIATRIC CENTER,777 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NOT AVAILABLE,(718) 667-2300,PSYCHIATRIC,OPEN,257,RICHMOND,36085,USA,40.582015046,-74.080617272,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2020/08/19 00:00:00+00,IMAGERY,2019/05/09 00:00:00+00,https://www.omh.ny.gov/omhweb/facilities/sbpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,257,NOT AVAILABLE,N
