row_id,icd9_code,short_title,long_title
2091,8596,remov breast tissu expan,removal of breast tissue expander
2092,8599,breast operation nec,other operations on the breast
2093,8601,aspiration skin & subq,aspiration of skin and subcutaneous tissue
2094,8602,skin defect tattooing,injection or tattooing of skin lesion or defect
2095,8603,incision pilonidal sinus,incision of pilonidal sinus or cyst
2096,8604,other skin & subq i & d,other incision with drainage of skin and subcutaneous tissue
2097,8605,removal fb/dev from skin,incision with removal of foreign body or device from skin and subcutaneous tissue
2098,8606,insert infusion pump,insertion of totally implantable infusion pump
2099,8607,insert vasc access dev,insertion of totally implantable vascular access device [vad]
2100,8609,skin & subq incision nec,other incision of skin and subcutaneous tissue
2101,8611,closed bx skin/subq tiss,closed biopsy of skin and subcutaneous tissue
2102,8619,skin & subq dx proc nec,other diagnostic procedures on skin and subcutaneous tissue
2103,7161,unilateral vulvectomy,unilateral vulvectomy
2104,7661,cl osteoplasty mand rami,closed osteoplasty [osteotomy] of mandibular ramus
2105,7662,open osteoplas mand rami,open osteoplasty [osteotomy] of mandibular ramus
2106,7663,osteoplasty mandible bdy,osteoplasty [osteotomy] of body of mandible
2107,7664,mand orthognathic op nec,other orthognathic surgery on mandible
2108,7665,seg osteoplasty maxilla,segmental osteoplasty [osteotomy] of maxilla
2109,7666,tot osteoplasty maxilla,total osteoplasty [osteotomy] of maxilla
2110,7667,reduction genioplasty,reduction genioplasty
2111,7668,augmentation genioplasty,augmentation genioplasty
2112,7669,facial bone repair nec,other facial bone repair
2113,7670,reduction facial fx nos,"reduction of facial fracture, not otherwise specified"
2114,7671,cl reduct malar/zygo fx,closed reduction of malar and zygomatic fracture
2115,7672,opn reduct malar/zygo fx,open reduction of malar and zygomatic fracture
2116,7673,cl reduct maxillary fx,closed reduction of maxillary fracture
2117,7674,open reduct maxillary fx,open reduction of maxillary fracture
2118,7675,cl reduct mandible fx,closed reduction of mandibular fracture
2119,7676,open reduct mandible fx,open reduction of mandibular fracture
2120,7677,open reduct alveolar fx,open reduction of alveolar fracture
2121,7678,cl reduct facial fx nec,other closed reduction of facial fracture
2122,7679,open reduct face fx nec,other open reduction of facial fracture
2123,7691,bone graft to face bone,bone graft to facial bone
2124,7692,syn implant to face bone,insertion of synthetic implant in facial bone
2125,7693,clos reduct tm dislocat,closed reduction of temporomandibular dislocation
2126,7694,open reduct tm dislocat,open reduction of temporomandibular dislocation
2127,7695,tm manipulation nec,other manipulation of temporomandibular joint
2128,7696,injec therap sbst tm jnt,injection of therapeutic substance into temporomandibular joint
2129,7697,remove int fix face bone,removal of internal fixation device from facial bone
2130,7699,facial bone/jnt op nec,other operations on facial bones and joints
2131,7700,sequestrectomy nos,"sequestrectomy, unspecified site"
2132,7701,chest cage sequestrec,"sequestrectomy, scapula, clavicle, and thorax [ribs and sternum]"
2133,7702,humerus sequestrectomy,"sequestrectomy, humerus"
2134,7703,radius & ulna sequestrec,"sequestrectomy, radius and ulna"
2135,7704,metacarp/carp sequestrec,"sequestrectomy, carpals and metacarpals"
2136,7705,femoral sequestrectomy,"sequestrectomy, femur"
2137,7706,patellar sequestrectomy,"sequestrectomy, patella"
2138,8031,shoulder joint biopsy,"biopsy of joint structure, shoulder"
2139,8032,elbow joint biopsy,"biopsy of joint structure, elbow"
2140,8033,wrist joint biopsy,"biopsy of joint structure, wrist"
2141,8034,hand/finger joint biopsy,"biopsy of joint structure, hand and finger"
2142,8448,implant leg prosthesis,implantation of prosthetic device of leg
2143,8451,ins spinal fusion device,insertion of interbody spinal fusion device
2144,8452,insert recombinant bmp,insertion of recombinant bone morphogenetic protein
2145,8453,imp limb length kinetic,implantation of internal limb lengthening device with kinetic distraction
2146,8454,impl other limb length,implantation of other internal limb lengthening device
2147,8455,ins bone void filler,insertion of bone void filler
2148,8456,ins or rep cement spacer,insertion or replacement of (cement) spacer
2149,8457,removal of cement spacer,removal of (cement) spacer
2150,8459,insert othr spin device,insertion of other spinal devices
2151,8460,insert disc pros nos,"insertion of spinal disc prosthesis, not otherwise specified"
2152,8461,ins part disc pros cerv,"insertion of partial spinal disc prosthesis, cervical"
2153,8462,ins tot disc prost cerv,"insertion of total spinal disc prosthesis, cervical"
2154,8463,ins spin disc pros thor,"insertion of spinal disc prosthesis, thoracic"
2155,8464,ins part disc pros lumb,"insertion of partial spinal disc prosthesis, lumbosacral"
2156,8465,ins totl disc pros lumb,"insertion of total spinal disc prosthesis, lumbosacral"
2157,8466,revise disc prost cerv,"revision or replacement of artificial spinal disc prosthesis, cervical"
2158,8467,revise disc prost thora,"revision or replacement of artificial spinal disc prosthesis, thoracic"
2159,8468,revise disc prosth lumb,"revision or replacement of artificial spinal disc prosthesis, lumbosacral"
2160,8469,revise disc prosth nos,"revision or replacement of artificial spinal disc prosthesis, not otherwise specified"
2161,8471,app ext fix dev-monoplan,"application of external fixator device, monoplanar system"
2162,8472,app ext fix dev-ring sys,"application of external fixator device, ring system"
2163,8473,app hybrid ext fix dev,application of hybrid external fixator device
2164,8480,ins/repl interspine dev,insertion or replacement of interspinous process device(s)
2165,8481,rev interspine device,revision of interspinous process device(s)
2166,8482,ins/repl pdcl stabil dev,insertion or replacement of pedicle-based dynamic stabilization device(s)
2167,8483,rev pedcl dyn stabil dev,revision of pedicle-based dynamic stabilization device(s)
2168,8484,ins/repl facet replc dev,insertion or replacement of facet replacement device(s)
2169,8485,rev facet replace device,revision of facet replacement device(s)
2170,8491,amputation nos,"amputation, not otherwise specified"
2171,8492,separat equal join twin,separation of equal conjoined twins
2172,8493,separat unequl join twin,separation of unequal conjoined twins
2173,8494,ins strn fix w rgd plate,insertion of sternal fixation device with rigid plates
2174,8499,musculoskeletal op nec,other operations on musculoskeletal system
2175,850,mastotomy,mastotomy
2176,7162,bilateral vulvectomy,bilateral vulvectomy
2177,7171,suture vulvar laceration,suture of laceration of vulva or perineum
2178,7172,repair vulvar fistula,repair of fistula of vulva or perineum
2179,7707,tibia/fibula sequestrec,"sequestrectomy, tibia and fibula"
2180,7708,metatar/tar sequestrec,"sequestrectomy, tarsals and metatarsals"
2181,7709,sequestrectomy nec,"sequestrectomy, other bones"
2182,7710,other bone incision nos,"other incision of bone without division, unspecified site"
2183,7711,other chest cage incis,"other incision of bone without division, scapula, clavicle, and thorax [ribs and sternum]"
2184,7712,other humerus incision,"other incision of bone without division, humerus"
2185,7713,other radius/ulna incis,"other incision of bone without division, radius and ulna"
2186,7714,oth metacarp/carp incis,"other incision of bone without division, carpals and metacarpals"
2187,7715,other femoral incision,"other incision of bone without division, femur"
2188,7716,other patellar incision,"other incision of bone without division, patella"
2189,7717,other tibia/fibula incis,"other incision of bone without division, tibia and fibula"
2190,7718,oth metatars/tars incis,"other incision of bone without division, tarsals and metatarsals"
2191,7719,bone incis w/o div nec,"other incision of bone without division, other bones"
2192,7720,wedge osteotomy nos,"wedge osteotomy, unspecified site"
2193,7721,chest cage wedg osteotom,"wedge osteotomy, scapula, clavicle, and thorax [ribs and sternum]"
2194,5502,nephrostomy,nephrostomy
2195,5503,percu nephrostm w/o frag,percutaneous nephrostomy without fragmentation
2196,5504,percu nephrostmy w frag,percutaneous nephrostomy with fragmentation
2197,5511,pyelotomy,pyelotomy
2198,5512,pyelostomy,pyelostomy
2199,5521,nephroscopy,nephroscopy
2200,5522,pyeloscopy,pyeloscopy
2201,5523,closed renal biopsy,closed [percutaneous] [needle] biopsy of kidney
2202,5524,open renal biopsy,open biopsy of kidney
2203,5529,renal diagnost proc nec,other diagnostic procedures on kidney
2204,6061,los excis prostatic les,local excision of lesion of prostate
2205,6062,perineal prostatectomy,perineal prostatectomy
2206,6069,prostatectomy nec,other prostatectomy
2207,6071,percut semin ves aspirat,percutaneous aspiration of seminal vesicle
2208,6072,seminal vesicle incision,incision of seminal vesicle
2209,6073,seminal vesicle excision,excision of seminal vesicle
2210,6079,seminal vesicle op nec,other operations on seminal vesicles
2211,6081,periprostatic incision,incision of periprostatic tissue
2212,6082,periprostatic excision,excision of periprostatic tissue
2213,6091,percut prostatic aspirat,percutaneous aspiration of prostate
2214,6092,injection into prostate,injection into prostate
2215,6093,repair of prostate,repair of prostate
2216,6094,control prostate hemorr,control of (postoperative) hemorrhage of prostate
2217,6095,trans bal dil pros ureth,transurethral balloon dilation of the prostatic urethra
2218,6096,tu destr prostate by mt,transurethral destruction of prostate tissue by microwave thermotherapy
2219,6097,oth tu destr pros - rt,other transurethral destruction of prostate tissue by other thermotherapy
2220,6099,prostatic operation nec,other operations on prostate
2221,610,scrotum & tunica i & d,incision and drainage of scrotum and tunica vaginalis
2222,6111,scrotum & tunica biopsy,biopsy of scrotum or tunica vaginalis
2223,6119,scrot/tunica dx proc nec,other diagnostic procedures on scrotum and tunica vaginalis
2224,6141,suture scrotal lacerat,suture of laceration of scrotum and tunica vaginalis
2225,6142,scrotal fistula repair,repair of scrotal fistula
2226,6149,scrotum/tunic repair nec,other repair of scrotum and tunica vaginalis
2227,6191,percut tunica aspiration,percutaneous aspiration of tunica vaginalis
2228,6192,excision tunica les nec,excision of lesion of tunica vaginalis other than hydrocele
2229,6199,scrotum & tunica op nec,other operations on scrotum and tunica vaginalis
2230,620,incision of testes,incision of testis
2231,6211,closed testicular biopsy,closed [percutaneous] [needle] biopsy of testis
2232,6212,open testicular biopsy,open biopsy of testis
2233,6219,testes dx procedure nec,other diagnostic procedures on testes
2234,622,testicular les destruct,excision or destruction of testicular lesion
2235,634,epididymectomy,epididymectomy
2236,6351,suture cord & epid lacer,suture of laceration of spermatic cord and epididymis
2237,6352,reduction torsion testes,reduction of torsion of testis or spermatic cord
2238,6353,transplant spermat cord,transplantation of spermatic cord
2239,623,unilateral orchiectomy,unilateral orchiectomy
2240,6241,remove both testes,removal of both testes at same operative episode
2241,6242,remove solitary testis,removal of remaining testis
2242,625,orchiopexy,orchiopexy
2243,6261,suture testicular lacer,suture of laceration of testis
2244,6269,testicular repair nec,other repair of testis
2245,627,insert testicular prosth,insertion of testicular prosthesis
2246,6291,aspiration of testes,aspiration of testis
2247,6292,injection into testes,injection of therapeutic substance into testis
2248,6299,testicular operation nec,other operations on testes
2249,6301,spermatic cord/vas biops,"biopsy of spermatic cord, epididymis, or vas deferens"
2250,6309,spermat cord/vas dx nec,"other diagnostic procedures on spermatic cord, epididymis, and vas deferens"
2251,632,excise epididymis cyst,excision of cyst of epididymis
2252,633,excise cord/epid les nec,excision of other lesion or tissue of spermatic cord and epididymis
2253,5717,percutaneous cystostomy,percutaneous cystostomy
2254,5718,other suprapu cystostomy,other suprapubic cystostomy
2255,5719,cystotomy nec,other cystotomy
2256,5721,vesicostomy,vesicostomy
2257,5722,revise clo vesicostomy,revision or closure of vesicostomy
2258,5731,cystoscopy thru stoma,cystoscopy through artificial stoma
2259,5732,cystoscopy nec,other cystoscopy
2260,5733,clos transureth bladd bx,closed [transurethral] biopsy of bladder
2261,5734,open bladder biopsy,open biopsy of bladder
2262,5739,bladder diagnos proc nec,other diagnostic procedures on bladder
2263,5741,tu adhesiolysis bladder,transurethral lysis of intraluminal adhesions
2264,5749,tu destruc bladd les nec,other transurethral excision or destruction of lesion or tissue of bladder
2265,5751,excision of urachus,excision of urachus
2266,5759,bladder les destruct nec,open excision or destruction of other lesion or tissue of bladder
2267,576,partial cystectomy,partial cystectomy
2268,5771,radical cystectomy,radical cystectomy
2269,5779,total cystectomy nec,other total cystectomy
2270,5781,suture bladder lacerat,suture of laceration of bladder
2271,5782,cystostomy closure,closure of cystostomy
2272,5783,enterovesico fist repair,repair of fistula involving bladder and intestine
2273,5784,vesic fistula repair nec,repair of other fistula of bladder
2274,5785,cystourethroplasty,cystourethroplasty and plastic repair of bladder neck
2275,5786,bladder exstrophy repair,repair of bladder exstrophy
2276,5787,bladder reconstruction,reconstruction of urinary bladder
2277,5788,bladder anastomosis nec,other anastomosis of bladder
2278,5789,bladder repair nec,other repair of bladder
2279,5791,bladder sphincterotomy,sphincterotomy of bladder
2280,5792,bladder neck dilation,dilation of bladder neck
2281,5793,control bladd hemorrhage,control of (postoperative) hemorrhage of bladder
2282,5794,insert indwelling cath,insertion of indwelling urinary catheter
2283,5795,replace indwelling cath,replacement of indwelling urinary catheter
2284,5796,implant bladder stimulat,implantation of electronic bladder stimulator
2285,5797,replace bladder stimulat,replacement of electronic bladder stimulator
2286,5798,remove bladder stimulat,removal of electronic bladder stimulator
2287,5799,bladder operation nec,other operations on bladder
2288,580,urethrotomy,urethrotomy
2289,5821,perineal urethroscopy,perineal urethroscopy
2290,5822,urethroscopy nec,other urethroscopy
2291,5823,urethral biopsy,biopsy of urethra
2292,5824,periurethral biopsy,biopsy of periurethral tissue
2293,5829,urethral dx proc nec,other diagnostic procedures on urethra and periurethral tissue
2294,5831,endosc destr urethra les,endoscopic excision or destruction of lesion or tissue of urethra
2295,5839,other destru urethra les,other local excision or destruction of lesion or tissue of urethra
2296,5841,suture urethral lacerat,suture of laceration of urethra
2297,5842,urethrostomy closure,closure of urethrostomy
2298,5843,close ureth fistula nec,closure of other fistula of urethra
2299,5844,urethral reanastomosis,reanastomosis of urethra
2300,5845,hypo-epispadius repair,repair of hypospadias or epispadias
2301,5846,ureth reconstruction nec,other reconstruction of urethra
2302,5847,urethral meatoplasty,urethral meatoplasty
2303,5849,urethral repair nec,other repair of urethra
2304,585,ureth stricture release,release of urethral stricture
2305,586,urethral dilation,dilation of urethra
2306,5891,periurethral incision,incision of periurethral tissue
2307,5892,periurethral excision,excision of periurethral tissue
2308,5893,implt artf urin sphinct,implantation of artificial urinary sphincter [aus]
2309,5899,ureth/periureth op nec,other operations on urethra and periurethral tissue
2310,5900,retroperit dissect nos,"retroperitoneal dissection, not otherwise specified"
2311,5902,periren adhesiolys nec,other lysis of perirenal or periureteral adhesions
2312,5903,lap lys periren/uret adh,laparoscopic lysis of perirenal or periureteral adhesions
2313,5909,periren/ureter incis nec,other incision of perirenal or periureteral tissue
2314,5911,oth lys perives adhesio,other lysis of perivesical adhesions
2315,5912,lap lys perivesureth adh,laparoscopic lysis of perivesical adhesions
2316,5919,perivesical incision nec,other incision of perivesical tissue
2317,5921,periren/ureteral biopsy,biopsy of perirenal or perivesical tissue
2318,5929,periren/uret dx proc nec,"other diagnostic procedures on perirenal tissue, perivesical tissue, and retroperitoneum"
2319,593,urethroves junct plicat,plication of urethrovesical junction
2320,594,suprapubic sling op,suprapubic sling operation
2321,595,retropubic ureth suspens,retropubic urethral suspension
2322,596,paraurethral suspension,paraurethral suspension
2323,5971,levator musc suspension,levator muscle operation for urethrovesical suspension
2324,5972,inject implant urethra,injection of implant into urethra and/or bladder neck
2325,5979,urin incontin repair nec,other repair of urinary stress incontinence
2326,598,ureteral catheterization,ureteral catheterization
2327,5991,periren/vesicle excision,excision of perirenal or perivesical tissue
2328,5992,periren/vesicle op nec,other operations on perirenal or perivesical tissue
2329,5993,replace ureterost tube,replacement of ureterostomy tube
2330,5994,replace cystostomy tube,replacement of cystostomy tube
2331,5995,ultrason fragment-stone,ultrasonic fragmentation of urinary stones
2332,5999,urinary system op nec,other operations on urinary system
2333,600,incision of prostate,incision of prostate
2334,6011,closed prostatic biopsy,closed [percutaneous] [needle] biopsy of prostate
2335,6012,open prostatic biopsy,open biopsy of prostate
2336,6013,clos seminal vesicles bx,closed [percutaneous] biopsy of seminal vesicles
2337,6014,open seminal vesicles bx,open biopsy of seminal vesicles
2338,6015,periprostatic biopsy,biopsy of periprostatic tissue
2339,6018,prostatic dx proced nec,other diagnostic procedures on prostate and periprostatic tissue
2340,6019,semin ves dx proced nec,other diagnostic procedures on seminal vesicles
2341,6021,transureth prostatectomy,transurethral (ultrasound) guided laser induced prostatectomy (tulip)
2342,6029,oth transureth prostatec,other transurethral prostatectomy
2343,603,suprapubic prostatectomy,suprapubic prostatectomy
2344,604,retropubic prostatectomy,retropubic prostatectomy
2345,605,radical prostatectomy,radical prostatectomy
2346,6491,dorsal/lat slit prepuce,dorsal or lateral slit of prepuce
2347,6492,incision of penis,incision of penis
2348,6493,division of penile adhes,division of penile adhesions
2349,6494,fit ext penile prosthes,fitting of external prosthesis of penis
2350,6495,ins noninfl penis prosth,insertion or replacement of non-inflatable penile prosthesis
2351,6496,remove int penile prosth,removal of internal prosthesis of penis
2352,6359,cord & epidid repair nec,other repair of spermatic cord and epididymis
2353,636,vasotomy,vasotomy
2354,6370,male sterilization nos,"male sterilization procedure, not otherwise specified"
2355,6371,ligation of vas deferens,ligation of vas deferens
2356,6372,spermatic cord ligation,ligation of spermatic cord
2357,6373,vasectomy,vasectomy
2358,6381,suture vas & epidid lac,suture of laceration of vas deferens and epididymis
2359,6382,postop vas reconstruct,reconstruction of surgically divided vas deferens
2360,6383,epididymovasostomy,epididymovasostomy
2361,6384,removal vas ligature,removal of ligature from vas deferens
2362,6385,remov vas deferens valve,removal of valve from vas deferens
2363,6389,vas & epididy repair nec,other repair of vas deferens and epididymis
2364,6391,spermatocele aspiration,aspiration of spermatocele
2365,6392,epididymotomy,epididymotomy
2366,6393,spermatic cord incision,incision of spermatic cord
2367,6394,sperm cord adhesiolysis,lysis of adhesions of spermatic cord
2368,6395,insert valve in vas def,insertion of valve in vas deferens
2369,6399,cord/epid/vas ops nec,"other operations on spermatic card, epididymis, and vas deferens"
2370,640,circumcision,circumcision
2371,6411,penile biopsy,biopsy of penis
2372,6419,penile diagnost proc nec,other diagnostic procedures on penis
2373,642,local excis penile les,local excision or destruction of lesion of penis
2374,643,amputation of penis,amputation of penis
2375,6441,suture penile laceration,suture of laceration of penis
2376,6442,release of chordee,release of chordee
2377,6443,construction of penis,construction of penis
2378,6444,reconstruction of penis,reconstruction of penis
2379,6445,replantation of penis,replantation of penis
2380,6449,penile repair nec,other repair of penis
2381,645,sex transformat op nec,"operations for sex transformation, not elsewhere classified"
2382,6563,lap remove ovaries/tubes,laparoscopic removal of both ovaries and tubes at same operative episode
2383,6564,lap remove rem ova/tube,laparoscopic removal of remaining ovary and tube
2384,6571,oth simple suture ovary,other simple suture of ovary
2385,6572,oth reimplant of ovary,other reimplantation of ovary
2386,6573,oth salpingo-oophoroplas,other salpingo-oophoroplasty
2387,6574,lap simple suture ovary,laparoscopic simple suture of ovary
2388,6575,lap reimplant of ovary,laparoscopic reimplantation of ovary
2389,6576,lap salpingo-oophoroplas,laparoscopic salpingo-oophoroplasty
2390,6579,repair of ovary nec,other repair of ovary
2391,6581,lap adhesiolys ova/tube,laparoscopic lysis of adhesions of ovary and fallopian tube
2392,6589,adhesiolysis ovary/tube,other lysis of adhesions of ovary and fallopian tube
2393,6611,fallopian tube biopsy,biopsy of fallopian tube
2394,6619,fallop tube dx proc nec,other diagnostic procedures on fallopian tubes
2395,6621,bilat endosc crush tube,bilateral endoscopic ligation and crushing of fallopian tubes
2396,6622,bilat endosc divis tube,bilateral endoscopic ligation and division of fallopian tubes
2397,6629,bilat endos occ tube nec,other bilateral endoscopic destruction or occlusion of fallopian tubes
2398,6631,bilat tubal crushing nec,other bilateral ligation and crushing of fallopian tubes
2399,6632,bilat tubal division nec,other bilateral ligation and division of fallopian tubes
2400,6639,bilat tubal destruct nec,other bilateral destruction or occlusion of fallopian tubes
2401,664,total unilat salpingect,total unilateral salpingectomy
2402,6591,aspiration of ovary,aspiration of ovary
2403,6592,transplantation of ovary,transplantation of ovary
2404,6593,manual rupt ovarian cyst,manual rupture of ovarian cyst
2405,6594,ovarian denervation,ovarian denervation
2406,6595,ovarian torsion release,release of torsion of ovary
2407,6599,ovarian operation nec,other operations on ovary
2408,6601,salpingotomy,salpingotomy
2409,6602,salpingostomy,salpingostomy
2410,6497,ins inflate penis prosth,insertion or replacement of inflatable penile prosthesis
2411,6498,penile operation nec,other operations on penis
2412,6499,male genital op nec,other operations on male genital organs
2413,6501,laparoscopic oophorotomy,laparoscopic oophorotomy
2414,6509,other oophorotomy,other oophorotomy
2415,6511,ovarian aspirat biopsy,aspiration biopsy of ovary
2416,6512,ovarian biopsy nec,other biopsy of ovary
2417,6513,lap biopsy of ovary,laparoscopic biopsy of ovary
2418,6514,oth lap dx proc ovaries,other laparoscopic diagnostic procedures on ovaries
2419,6519,ovarian dx procedure nec,other diagnostic procedures on ovaries
2420,6521,ovarian cyst marsupializ,marsupialization of ovarian cyst
2421,6522,ovarian wedge resection,wedge resection of ovary
2422,6523,lap marsup ovarian cyst,laparoscopic marsupialization of ovarian cyst
2423,6524,lap wedge resect ovary,laparoscopic wedge resection of ovary
2424,6525,oth lap loc exc dest ova,other laparoscopic local excision or destruction of ovary
2425,6529,local destr ova les nec,other local excision or destruction of ovary
2426,6531,lap unilat oophorectomy,laparoscopic unilateral oophorectomy
2427,6539,oth unilat oophorectomy,other unilateral oophorectomy
2428,6541,lap uni salpingo-oophor,laparoscopic unilateral salpingo-oophorectomy
2429,6549,oth uni salpingo-oophor,other unilateral salpingo-oophorectomy
2430,6551,oth remove both ovaries,other removal of both ovaries at same operative episode
2431,6552,oth remove remain ovary,other removal of remaining ovary
2432,6553,lap remove both ovaries,laparoscopic removal of both ovaries at same operative episode
2433,6554,lap remove remain ovary,laparoscopic removal of remaining ovary
2434,6561,oth remove ovaries/tubes,other removal of both ovaries and tubes at same operative episode
2435,6562,oth remove rem ova/tube,other removal of remaining ovary and tube
2436,8162,fus/refus 2-3 vertebrae,fusion or refusion of 2-3 vertebrae
2437,8163,fus/refus 4-8 vertebrae,fusion or refusion of 4-8 vertebrae
2438,8164,fus/refus 9 vertebrae,fusion or refusion of 9 or more vertebrae
2439,8165,percutan vertebroplasty,percutaneous vertebroplasty
2440,8166,percut vertebral augment,percutaneous vertebral augmentation
2441,8171,arthroplas metacarp wit,arthroplasty of metacarpophalangeal and interphalangeal joint with implant
2442,8172,arthroplasty metacar w/o,arthroplasty of metacarpophalangeal and interphalangeal joint without implant
2443,8173,total wrist replacement,total wrist replacement
2444,8174,arthroplasty carpal wit,arthroplasty of carpocarpal or carpometacarpal joint with implant
2445,8175,arthroplasty carpal w/o,arthroplasty of carpocarpal or carpometacarpal joint without implant
2446,8179,oth repair han/fin/wris,"other repair of hand, fingers, and wrist"
2447,8180,oth totl shouldr replace,other total shoulder replacement
2448,8181,partial shoulder replace,partial shoulder replacement
2449,8182,rep recur shlder disloc,repair of recurrent dislocation of shoulder
2450,8183,shoulder arthroplast nec,other repair of shoulder
2451,8184,total elbow replacement,total elbow replacement
2452,8185,elbow arthroplasty nec,other repair of elbow
2453,8188,rvrs totl shldr replacmt,reverse total shoulder replacement
2454,8191,arthrocentesis,arthrocentesis
2455,8192,injection into joint,injection of therapeutic substance into joint or ligament
2456,8193,sutur capsul/ligamen arm,suture of capsule or ligament of upper extremity
2457,8194,suture capsul/lig ank/ft,suture of capsule or ligament of ankle and foot
2458,8195,sutur capsul/lig leg nec,suture of capsule or ligament of other lower extremity
2459,8196,other repair of joint,other repair of joint
2460,8197,rev jt repl upper extrem,revision of joint replacement of upper extremity
2461,8198,other joint dx procedure,other diagnostic procedures on joint structures
2462,8199,joint structure op nec,other operations on joint structures
2463,8201,explor tend sheath-hand,exploration of tendon sheath of hand
2464,8202,myotomy of hand,myotomy of hand
2465,8203,bursotomy of hand,bursotomy of hand
2466,8204,i & d palmar/thenar spac,incision and drainage of palmar or thenar space
2467,8209,inc soft tissue hand nec,other incision of soft tissue of hand
2468,8211,tenotomy of hand,tenotomy of hand
2469,8212,fasciotomy of hand,fasciotomy of hand
2470,8219,div soft tissue hand nec,other division of soft tissue of hand
2471,8221,exc les tend sheath hand,excision of lesion of tendon sheath of hand
2472,6769,cervical repair nec,other repair of cervix
2473,680,hysterotomy,hysterotomy
2474,6811,digital exam of uterus,digital examination of uterus
2475,6812,hysteroscopy,hysteroscopy
2476,6813,open uterine biopsy,open biopsy of uterus
2477,6814,open uterine ligament bx,open biopsy of uterine ligaments
2478,6815,clos uterine ligament bx,closed biopsy of uterine ligaments
2479,6816,closed uterine biopsy,closed biopsy of uterus
2480,6819,uterus/adnex dx proc nec,other diagnostic procedures on uterus and supporting structures
2481,6821,endomet synechiae divis,division of endometrial synechiae
2482,6822,incision uterine septum,incision or excision of congenital septum of uterus
2483,6823,endometrial ablation,endometrial ablation
2484,6824,uterine art emb w coils,uterine artery embolization [uae] with coils
2485,6825,uterine art emb w/o coil,uterine artery embolization [uae] without coils
2486,6829,uterine les destruct nec,other excision or destruction of lesion of uterus
2487,6831,lap scervic hysterectomy,laparoscopic supracervical hysterectomy [lsh]
2488,6839,subtotl abd hyst nec/nos,other and unspecified subtotal abdominal hysterectomy
2489,6841,lap total abdominal hyst,laparoscopic total abdominal hysterectomy
2490,6849,total abd hyst nec/nos,other and unspecified total abdominal hysterectomy
2491,6851,lap ast vag hysterectomy,laparoscopically assisted vaginal hysterectomy (lavh)
2492,6859,vag hysterectomy nec/nos,other and unspecified vaginal hysterectomy
2493,7491,hysterotomy to termin pg,hysterotomy to terminate pregnancy
2494,7956,op red-tibia/fib epiphys,"open reduction of separated epiphysis, tibia and fibula"
2495,7959,open red-sep epiphy nec,"open reduction of separated epiphysis, other specified bone"
2496,7960,open fx site debride nos,"debridement of open fracture, unspecified site"
2497,7961,debrid open fx-humerus,"debridement of open fracture site, humerus"
2498,7962,debrid opn fx-radius/uln,"debridement of open fracture site, radius and ulna"
2499,7963,debrid opn fx-metac/car,"debridement of open fracture site, carpals and metacarpals"
2500,7964,debrid opn fx-finger,"debridement of open fracture site, phalanges of hand"
2501,7965,debrid opn fx-femur,"debridement of open fracture site, femur"
2502,7966,debrid opn fx-tibia/fib,"debridement of open fracture site, tibia and fibula"
2503,7967,debrid opn fx-metat/tar,"debridement of open fracture site, tarsals and metatarsals"
2504,7968,debrid opn fx-toe,"debridement of open fracture site, phalanges of foot"
2505,7969,open fx site debride nec,"debridement of open fracture site, other specified bone"
2506,7970,cl reduc disloc nos,closed reduction of dislocation of unspecified site
2507,7971,cl reduc disloc-shoulder,closed reduction of dislocation of shoulder
2508,7972,cl reduc disloc-elbow,closed reduction of dislocation of elbow
2509,7973,cl reduc disloc-wrist,closed reduction of dislocation of wrist
2510,7974,cl reduc disloc-hand/fng,closed reduction of dislocation of hand and finger
2511,7975,cl reduc disloc-hip,closed reduction of dislocation of hip
2512,7976,cl reduc disloc-knee,closed reduction of dislocation of knee
2513,7977,cl reduc disloc-ankle,closed reduction of dislocation of ankle
2514,7978,cl reduc disloc-foot/toe,closed reduction of dislocation of foot and toe
2515,7979,cl reduc dislocation nec,closed reduction of dislocation of other specified sites
2516,7980,open reduc-dislocat nos,open reduction of dislocation of unspecified site
2517,7981,opn reduc disloc-shouldr,open reduction of dislocation of shoulder
2518,7982,open reduc-elbow disloc,open reduction of dislocation of elbow
2519,7983,open reduc-wrist disloc,open reduction of dislocation of wrist
2520,7984,opn reduc disloc-hand,open reduction of dislocation of hand and finger
2521,7985,open reduc-hip dislocat,open reduction of dislocation of hip
2522,7986,open reduc-knee dislocat,open reduction of dislocation of knee
2523,7987,open reduc-ankle disloc,open reduction of dislocation of ankle
2524,7988,opn reduc disloc-ft/toe,open reduction of dislocation of foot and toe
2525,7989,open reduc-dislocat nec,open reduction of dislocation of other specified sites
2526,7990,unspec op bone inj nos,"unspecified operation on bone injury, unspecified site"
2527,7991,humerus injury op nos,"unspecified operation on bone injury, humerus"
2528,7992,radius/ulna inj op nos,"unspecified operation on bone injury, radius and ulna"
2529,7993,metacarp/carp inj op nos,"unspecified operation on bone injury, carpals and metacarpals"
2530,7994,finger injury op nos,"unspecified operation on bone injury, phalanges of hand"
2531,7995,femur injury op nos,"unspecified operation on bone injury, femur"
2532,8222,excision hand muscle les,excision of lesion of muscle of hand
2533,8229,exc les sft tiss hnd nec,excision of other lesion of soft tissue of hand
2534,8231,bursectomy of hand,bursectomy of hand
2535,8232,excis hand tend for grft,excision of tendon of hand for graft
