row_id,itemid,label,linksto
7024,44184,lr bolus,inputevents_cv
7025,44187,blood emesis,outputevents
7026,44188,rep.+dialysate,inputevents_cv
7027,44199,hemodialysis o/p,outputevents
7028,44200,fluid bolus,inputevents_cv
7029,44202,impact w/fiber 2/3,inputevents_cv
7030,44204,foley catheter,inputevents_cv
7031,44207,d51/4 w/40meq kcl,inputevents_cv
7032,44208,r pleural tap,outputevents
7033,44212,ascites,inputevents_cv
7034,44217,vac,inputevents_cv
7035,44219,diaphoresis,inputevents_cv
7036,44220,calcium gluc 40gm,inputevents_cv
7037,44223,octreotide,inputevents_cv
7038,44224,perotoneal fluid,inputevents_cv
7039,44236,e.r. ffp,inputevents_cv
7040,44237,e.r. urine out,outputevents
7041,44240,kayexelate enema,inputevents_cv
7042,44241,d5w via j-tube,outputevents
7043,44244,lactulose enema,inputevents_cv
7044,44246,kpo4 30 mm,inputevents_cv
7045,44259,paracentesis output,outputevents
7046,44261,floor output,outputevents
7047,44263,fluid bolus ns,inputevents_cv
7048,44265,enema,inputevents_cv
7049,44266,stool out,outputevents
7050,44270,hd removal,inputevents_cv
7051,44276,er iv fluid,inputevents_cv
7052,44277,water flush,inputevents_cv
7053,44287,or cryo,inputevents_cv
7054,44289,pigtail flush,inputevents_cv
7055,44291,fistula,outputevents
7056,44292,bicarb 150 meq,inputevents_cv
7057,44294,ice chips,inputevents_cv
7058,44295,hd removed,outputevents
7059,44297,on floor,inputevents_cv
7060,44302,neosure 20 ng,inputevents_cv
7061,44303,sim 28,inputevents_cv
7062,44304,gtube flush,outputevents
7063,44305,barocat,inputevents_cv
7064,44306,methadone,inputevents_cv
7065,44310,f10 in,inputevents_cv
7066,44311,pigtail flush,inputevents_cv
7067,44312,1/2 naac (ua),inputevents_cv
7068,44313,f10 urine,outputevents
7069,44318,impact/fiber/pepto,inputevents_cv
7070,44319,thoracensesis,inputevents_cv
7071,46056,pn d9.5 w/ heparin,inputevents_cv
7072,46057,"pe30,ng",inputevents_cv
7073,46061,d5 0.45n/s+nahco3,inputevents_cv
7074,46063,"pe32, bene po",inputevents_cv
7075,46064,pe32 + beneprotein,inputevents_cv
7076,46065,mucomyst,inputevents_cv
7077,46066,pe26cals/oz,inputevents_cv
7078,46067,n/s +kcl 40meq,inputevents_cv
7079,46068,n/s+kpo4 15mmol,inputevents_cv
7080,46069,pe 32cals,inputevents_cv
7081,46070,ascites fluid draind,outputevents
7082,46071,ostomy,outputevents
7083,46072,vac output,outputevents
7084,46074,vicu in,inputevents_cv
7085,46075,pe32 po,inputevents_cv
7086,46076,pe26 ng,inputevents_cv
7087,46077,n/s +15 mmol na phos,inputevents_cv
7088,46078,or cell saver,inputevents_cv
7089,46079,peg (bag),outputevents
7090,46081,ivf on floor,inputevents_cv
7091,46082,bm28 4enf powd 4 mct,outputevents
7092,46083,e28,inputevents_cv
7093,46084,pe30 w beneprotein,inputevents_cv
7094,46085,abd wound,inputevents_cv
7095,46086,n/s +30mmol kpo4,inputevents_cv
7096,46087,iv plasmolyte,inputevents_cv
7097,46088,"pe32,ng",inputevents_cv
7098,46089,pe28 ng,inputevents_cv
7099,46090,iv plasmalyte,inputevents_cv
7100,46091,.5bm/.5neocate 24 pg,outputevents
7101,46092,.5bm/.5neocate 24 po,outputevents
7102,46093,enfacare 22 pg,inputevents_cv
7103,46094,enfacare 22 po,inputevents_cv
7104,46097,pe28 cals/oz,inputevents_cv
7105,46101,pe 26,inputevents_cv
7106,46104,old ct site,inputevents_cv
7107,46105,2/3 str impact with.,inputevents_cv
7108,46107,1/2 str imp with ben,inputevents_cv
7109,46109,t3,inputevents_cv
7110,46110,naacetate7.7meq,inputevents_cv
7111,46111,po pe28,inputevents_cv
7112,46112,pe26 cal,inputevents_cv
7113,46114,enfacare 26 po,inputevents_cv
7114,46115,iv rabbit,inputevents_cv
7115,46117,pnd13.5,inputevents_cv
7116,46118,nj tube,outputevents
7117,46120,15.4meq naacetate,inputevents_cv
7118,46123,er in ns,inputevents_cv
7119,46124,er in prbc,inputevents_cv
7120,46126,1/2cc:cc repletion,inputevents_cv
7121,46127,pe 26 with bp,inputevents_cv
7122,46131,neocate 24 via jtube,outputevents
7123,46132,neocate24 via j tube,outputevents
7124,46134,drain segment iv,outputevents
7125,46135,ng drainage,outputevents
7126,46138,n/s +kcl 20meq,inputevents_cv
7127,46139,"enfacare 26,po",inputevents_cv
7128,46149,enfacare 22 per gt,inputevents_cv
7129,46150,good start po,inputevents_cv
7130,46152,pe26 conc ng,inputevents_cv
7131,46153,pe 28 cals,inputevents_cv
7132,46155,pe 28,inputevents_cv
7133,46156,"pe26 conc,ng",inputevents_cv
7134,46158,pe30 po,inputevents_cv
7135,46159,po pe26,inputevents_cv
7136,46161,enfacare 28 gt,inputevents_cv
7137,46162,enfacare 28 po,inputevents_cv
7138,46164,gt output,outputevents
7139,46165,pd fluid in,inputevents_cv
7140,46167,iv intake-angio,inputevents_cv
7141,46169,free water bolus.,inputevents_cv
7142,46171,crystalloids in ango,inputevents_cv
7143,46172,cvvhdf ca gluc,inputevents_cv
7144,46174,protonix gtt 8mg/hr,inputevents_cv
7145,46176,1/2 st impact,inputevents_cv
7146,46177,urine out-angio,outputevents
7147,46179,mucous bag,inputevents_cv
7148,46181,pancr. pigtail #1,inputevents_cv
7149,46183,left arm drains.,outputevents
7150,46186,flexiseal stool,outputevents
7151,46192,or cryo,inputevents_cv
7152,46194,mesan,inputevents_cv
7153,46196,doxorubicin,inputevents_cv
7154,46197,bumex,inputevents_cv
7155,46205,banana readi cat,inputevents_cv
7156,46207,or lr,inputevents_cv
7157,46209,ew fluids,inputevents_cv
7158,46211,ssc24,inputevents_cv
7159,46212,protonix 80mg/250cc,inputevents_cv
7160,46213,pleural drainage/or,outputevents
7161,46214,ivpb,inputevents_cv
7162,46217,enfacare26,inputevents_cv
7163,46218,enfacare26ng,inputevents_cv
7164,46220,abd output in or,outputevents
7165,46221,good start,inputevents_cv
7166,46223,potasium,inputevents_cv
7167,46224,drainage fr ct site,outputevents
7168,46226,d5w w/40meq k,inputevents_cv
7169,46227,go lytely,inputevents_cv
7170,46228,enfacare26 po,inputevents_cv
7171,46229,belly fluid.,inputevents_cv
7172,46230,dialysis 1.5% in,outputevents
7173,46232,dialysis flush,outputevents
7174,46233,i/o adjustment,inputevents_cv
7175,46234,output adjustment,outputevents
7176,46235,pe 32 pg,inputevents_cv
7177,46236,ssc24 with bp,inputevents_cv
7178,46237,chest tube in or,outputevents
7179,46238,paracentisis fluid,inputevents_cv
7180,46239,pe30 w/beneprotein,inputevents_cv
7181,46241,pancreatic fistula,outputevents
7182,46242,pin site drain,outputevents
7183,46243,h2o flushes,inputevents_cv
7184,46244,pigtail irrigation,inputevents_cv
7185,46245,pe 31 pg,inputevents_cv
7186,46246,pe 31 po,inputevents_cv
7187,46247,pe 32 po,inputevents_cv
7188,46248,pe28 w/beneprotein,inputevents_cv
7189,46249,r angio site,inputevents_cv
7190,46250,ebl  cvvh,inputevents_cv
7191,46251,sodabicarb drip,inputevents_cv
7192,46252,cco bolus,inputevents_cv
7193,46253,left hand drain,outputevents
7194,46254,pe28 w/bp bottle,inputevents_cv
7195,46255,groin pouch,outputevents
7196,46256,pe 26 w/beneprotein,inputevents_cv
7197,46258,d15 bolus,inputevents_cv
7198,46259,pigtail drain flush,outputevents
7199,46260,breast pump,inputevents_cv
7200,46261,pe 26w/bp bottle,inputevents_cv
7201,46262,dialysate 2.5% in,inputevents_cv
7202,46263,potassium phos 15mml,inputevents_cv
7203,46264,nutramigen 22 ng,inputevents_cv
7204,46265,t4,inputevents_cv
7205,46266,readi-cat2,inputevents_cv
7206,46267,t tibe #2 right,inputevents_cv
7207,46268,t.tube #1 left,outputevents
7208,46269,drain #1 wound,outputevents
7209,46270,gtube pouch,outputevents
7210,46271,h20 na acet and hep,inputevents_cv
7211,46272,nutramigen26 ng,inputevents_cv
7212,46273,nutramigen26 po,inputevents_cv
7213,46275,h2o/hep/naacet,inputevents_cv
7214,46276,pe26+polycose ng,inputevents_cv
7215,46277,pe26+polycose po,inputevents_cv
7216,46280,enfacare 26 po,inputevents_cv
7217,46282,drain out #6 jp medial,outputevents
7218,46285,vac output,outputevents
7219,46286,left hand pouch,outputevents
7220,46291,ca gluconate,inputevents_cv
7221,46293,crrt citrate,inputevents_cv
7222,46294,thoracenteis,inputevents_cv
7223,46296,pe29 ng,inputevents_cv
7224,46297,pe29 po,inputevents_cv
7225,46299,na acetate 0.5u hep.,inputevents_cv
7226,46301,dexmedetomidine,inputevents_cv
7227,46302,1/2 nutren renal tf,inputevents_cv
7228,46304,cecostomy,outputevents
7229,46305,hemo dial ultrafil,inputevents_cv
7230,46307,stool/fistula,outputevents
7231,46309,drain out #7 wound vac,outputevents
7232,46312,nutramigen24,inputevents_cv
7233,46313,6% hespan,inputevents_cv
7234,46315,lt paracentesis,outputevents
7235,46317,pe 30 po,inputevents_cv
7236,46318,naacetate in h2o,inputevents_cv
7237,46320,l arm,inputevents_cv
7238,46323,d5w w/30mmolnaphos,inputevents_cv
7239,46328,pe 28 po,inputevents_cv
7240,46330,octreotide gtt,inputevents_cv
7241,46333,pe 26,inputevents_cv
7242,46334,or out,outputevents
7243,46336,10% dextran 40/d5w,inputevents_cv
7244,46338,enfamil 26 po,inputevents_cv
7245,46339,pe28,inputevents_cv
7246,46340,bupivicaine,inputevents_cv
7247,46342,enfacare 26 ng,inputevents_cv
7248,46343,e26,inputevents_cv
7249,46345,bm + 2hmf,outputevents
7250,46346,pnd8.5 with hep 0.5u,inputevents_cv
7251,46348,bm 4hmf,outputevents
7252,46349,vac,inputevents_cv
7253,46350,siloh drainage,outputevents
7254,46352,vac chest dressing,inputevents_cv
7255,46353,osh ivf of ns,inputevents_cv
7256,46355,0.9%ns with 40kcl,inputevents_cv
7257,46357,nss with multivit,inputevents_cv
7258,46358,sodium phosphate,inputevents_cv
7259,46360,ivf from osh,inputevents_cv
7260,46361,d5w +3 amps nahco3,inputevents_cv
7261,46363,na acetate w/ hep,inputevents_cv
7262,46364,kpo4 30mmol /ns,inputevents_cv
7263,46366,fasciotomy,inputevents_cv
7264,46367,angio suite,inputevents_cv
7265,46370,cerebral drain #1,outputevents
7266,46372,jp #1 lateral,outputevents
7267,46383,d5w/0.9ns with meds,inputevents_cv
7268,46384,plasma pheresis in,inputevents_cv
7269,46386,enf 28 2cal corn oil,inputevents_cv
7270,46387,enfacare26,inputevents_cv
7271,46389,crrt flush,inputevents_cv
7272,46390,n/s  k phos 30mmol,inputevents_cv
7273,46391,7.7meq naacetate,inputevents_cv
7274,46393,pe 26 cal,inputevents_cv
7275,46394,peritoneal dialysis,outputevents
7276,46398,r thoracentesis,outputevents
7277,46399,drain out #3 jp medial,outputevents
7278,46404,crystalloid from f10,inputevents_cv
7279,46407,ed prbc,inputevents_cv
7280,46410,angio ffp,inputevents_cv
7281,46412,nutramigin 26 po,inputevents_cv
7282,46413,peritoneal puncture,inputevents_cv
7283,46415,wound pouch,outputevents
7284,46416,bm+4cal prosobee,outputevents
7285,46418,er ffp,inputevents_cv
7286,46420,pe26 pg,inputevents_cv
7287,46421,pe 26cals,inputevents_cv
7288,46422,rescue line flush,inputevents_cv
7289,46428,n/s +etoposide,inputevents_cv
7290,46429,sodium phosphate 15m,inputevents_cv
7291,46430,open abd wound,inputevents_cv
7292,46431,1/2 naace w1/2 uhep,inputevents_cv
7293,46432,7.7 meq naacetate,inputevents_cv
7294,46433,na acetate,inputevents_cv
7295,46434,na acetate with hep,inputevents_cv
7296,46436,u/o /kg/hour,inputevents_cv
7297,46438,pe26ng,inputevents_cv
7298,46439,7.7meqnaac w1/2uhep,inputevents_cv
7299,46440,pe26po,inputevents_cv
7300,46441,19.25 neq na acetate,inputevents_cv
7301,46442,tpn d5.5,inputevents_cv
7302,46443,pe 26cal,inputevents_cv
7303,46445,po pe 30,inputevents_cv
7304,46447,pn d9.5,inputevents_cv
7305,46448,pn d 8.5,inputevents_cv
7306,45101,gentamycin chest irt,inputevents_cv
7307,45103,phoresis intake,inputevents_cv
7308,45104,cutaneous wound drg,inputevents_cv
7309,45107,1/2 promote/fibre  e,inputevents_cv
7310,45108,d5w/amino acid 4.25%,inputevents_cv
7311,45109,effluent,inputevents_cv
7312,45110,hemoptysis,outputevents
7313,45114,d5w&mucomyst,inputevents_cv
7314,45115,effluent retained,inputevents_cv
7315,45117,lue drainbag,outputevents
7316,45118,rue drainbag,outputevents
7317,45119,gentamycin chest irn,inputevents_cv
7318,45120,paracentesis output,outputevents
7319,45121,penrose drains,outputevents
7320,45125,kvo,inputevents_cv
7321,45126,1/2 impact /fibre,inputevents_cv
7322,45128,15mmol naphos,inputevents_cv
7323,45130,c.o. injectate,inputevents_cv
7324,45131,d5w bicarb,inputevents_cv
7325,45133,ns with na phos 15 m,inputevents_cv
7326,45134,or cryocipretate,inputevents_cv
7327,45137,ns cc/cc,inputevents_cv
7328,45139,taxol,inputevents_cv
7329,45140,iv dye,inputevents_cv
7330,45141,today at falmout,outputevents
7331,45143,pd fluid in,inputevents_cv
7332,45147,output from vicu,outputevents
7333,45150,quick mix tpn,inputevents_cv
7334,45151,pulmonary,inputevents_cv
7335,45153,vag/peri,inputevents_cv
7336,45154,free h20 bolus,inputevents_cv
7337,45156,10meq k+/100,inputevents_cv
7338,45157,ca+ gtt for cvvh,inputevents_cv
7339,45160,novasource,inputevents_cv
7340,45162,incision drg,inputevents_cv
7341,45163,thoracentecis,inputevents_cv
7342,45165,chest wound,inputevents_cv
7343,45166,groin,inputevents_cv
7344,45169,protonix drip,inputevents_cv
7345,45170,promote/fib/beneprot,inputevents_cv
7346,45172,40meq kcl/500ml ns,inputevents_cv
7347,45173,floor uop,inputevents_cv
7348,45175,ns pigtail drain,outputevents
7349,45176,novasource/pulmonary,inputevents_cv
7350,45179,acetylcysteine gtt,inputevents_cv
7351,45182,ns ivfin ed,inputevents_cv
7352,45184,mannitol 20%,inputevents_cv
7353,45186,insulin carrier,inputevents_cv
7354,45187,pca carrier,inputevents_cv
7355,45190,drain out #2 red rubber,outputevents
7356,45195,novasource,inputevents_cv
7357,45197,dye,inputevents_cv
7358,45200,novasource,inputevents_cv
7359,45206,d5w & 3 amp bicard,inputevents_cv
7360,45208,ns thru portal cath,inputevents_cv
7361,45211,mannitol 50 grams,inputevents_cv
7362,45213,cath lab contrast,inputevents_cv
7363,45214,or cellsaver,inputevents_cv
7364,45216,mannitol 25gm,inputevents_cv
7365,45218,jt leakage,inputevents_cv
7366,45220,ns w/40 kcl,inputevents_cv
7367,45224,na phosphate 15mmol,inputevents_cv
7368,45226,na phosphate 30mmol,inputevents_cv
7369,45230,medical floor ivf,inputevents_cv
7370,45232,bladder pres. saline,inputevents_cv
7371,45233,peripad count.,inputevents_cv
7372,45236,sim30 w polycose ng,inputevents_cv
7373,45237,sim30 w polycose po,inputevents_cv
7374,45239,iv upon arrival,inputevents_cv
7375,45241,3/4 str ultracal,inputevents_cv
7376,45248,paracentesis asicits,outputevents
7377,45254,g/j pouch appliance,outputevents
7378,45265,contrast via ng,inputevents_cv
7379,45268,calcium for cvvhd,inputevents_cv
7380,45270,intrathoracic fluid,inputevents_cv
7381,45271,chucks pad weight,inputevents_cv
7382,45273,sc33 ng,inputevents_cv
7383,45274,sc33 po,inputevents_cv
7384,45275,bumetanide,inputevents_cv
7385,45276,pantroprazole,inputevents_cv
7386,45279,3/4 strg nepro,inputevents_cv
7387,45282,d5w 150meq bicarb,inputevents_cv
7388,45283,mucous fistula,outputevents
7389,45286,.9%ns w/30mml naphos,inputevents_cv
7390,45287,lt groin site,inputevents_cv
7391,45288,rt & lt groin sites,inputevents_cv
7392,45289,ivf on floor,inputevents_cv
7393,45290,na+phos 15mmol,inputevents_cv
7394,45292,ivppi,inputevents_cv
7395,45293,15 mmol naphos/ns,inputevents_cv
7396,45294,gentamycin ct irrig,inputevents_cv
7397,45296,g tube flush,outputevents
7398,45297,sc 31 po,inputevents_cv
7399,45298,ed ns,inputevents_cv
7400,45300,na acetate +.05 hep,inputevents_cv
7401,45302,acetylcysteine,inputevents_cv
7402,45303,na phos  0mmol,inputevents_cv
7403,45304,urine output cc/k/hr,outputevents
7404,45305,500ns & kphos 30mmol,inputevents_cv
7405,45308,left knee aspirate,inputevents_cv
7406,45310,redi cat,inputevents_cv
7407,45311,colyte,inputevents_cv
7408,45312,pheresis net bal,inputevents_cv
7409,45313,baricat,inputevents_cv
7410,45314,neosure 26 cal po,inputevents_cv
7411,45315,neosure 26cal ng,inputevents_cv
7412,45317,or cryoprecipate,inputevents_cv
7413,45318,or plasmalyte,inputevents_cv
7414,45319,redicat for ctabd,inputevents_cv
7415,45320,naace+1/2hep,inputevents_cv
7416,45322,ns insulin carrier,inputevents_cv
7417,45323,pulmonary tf,inputevents_cv
7418,45325,naac+nacl+h20,inputevents_cv
7419,45326,from cc7,inputevents_cv
7420,45328,vac abd drain,outputevents
7421,45329,na acetate w/ hep,inputevents_cv
7422,45331,neosure30 pg,inputevents_cv
7423,45333,glucagon infusion,inputevents_cv
7424,45334,neosure32 pg,inputevents_cv
7425,45336,scf 30 gavage,inputevents_cv
7426,45340,jp #1&#2 clws,outputevents
7427,45347,banana bag,inputevents_cv
7428,45348,na phos (15mmol),inputevents_cv
7429,45350,na bicarb,inputevents_cv
7430,45353,kcl for cvvh,inputevents_cv
7431,45354,or cryoprecipitate,inputevents_cv
7432,45356,jp's 1&2,outputevents
7433,45357,jp 5 and jp 6 sxn,outputevents
7434,45359,d10 1/2 ns,inputevents_cv
7435,45360,dextrose 25%,inputevents_cv
7436,45362,30mmol phos/44meq k,inputevents_cv
7437,45363,kphos 15mmol/250d5w,inputevents_cv
7438,45364,sc32,inputevents_cv
7439,45369,mucamyst iv.,inputevents_cv
7440,45370,replete/fiber,inputevents_cv
7441,45372,ercp iv intake,inputevents_cv
7442,45373,jevity (tf),inputevents_cv
7443,45374,d5ns 40k,inputevents_cv
7444,45376,d5w 15mm phos/22meqk,inputevents_cv
7445,45378,angiography intake,inputevents_cv
7446,45379,or cell saver,inputevents_cv
7447,45381,replete with fiber,inputevents_cv
7448,45382,na phos,inputevents_cv
7449,45384,ssc 26,inputevents_cv
7450,45385,nutren pul 2/3st mvi,inputevents_cv
7451,45387,glucagon 25mg/250,inputevents_cv
7452,45388,h20+7.7meqnaacetate,inputevents_cv
7453,45390,liquid ssc28,inputevents_cv
7454,45391,ssc26,inputevents_cv
7455,45393,ed cryst,inputevents_cv
7456,45394,sodium phosphate30mm,inputevents_cv
7457,45396,40meq kcl,inputevents_cv
7458,45398,lactulose pr,inputevents_cv
7459,45399,ssc 30,inputevents_cv
7460,45401,ssc30,inputevents_cv
7461,45402,amiodorone,inputevents_cv
7462,45404,ns with 30mm na phos,inputevents_cv
7463,45406,replete w/ fiber,inputevents_cv
7464,45407,sc30feng,inputevents_cv
7465,45408,free h20 cont g-tube,outputevents
7466,45410,10% dextran 40,inputevents_cv
7467,45412,peg,outputevents
7468,45414,paracentisis,inputevents_cv
7469,45417,chest tube r #3,outputevents
7470,45419,g-tube feeding,outputevents
7471,45422,l pleural tap,outputevents
7472,45424,vac right groin,inputevents_cv
7473,45427,pd 2.5% dextrose,inputevents_cv
7474,45428,ivf farr 10,inputevents_cv
7475,45429,po farr 10,inputevents_cv
7476,45431,sodium phos 15mmol,inputevents_cv
7477,45432,26 cal po,inputevents_cv
7478,45434,pedialyte,inputevents_cv
7479,45435,r pleural tap,outputevents
7480,45443,ssc 30 pg,inputevents_cv
7481,45444,ssc 30 po,inputevents_cv
7482,45446,ssc 28 ng,inputevents_cv
7483,45448,nutren,inputevents_cv
7484,45449,sw with na acetate,inputevents_cv
7485,45451,ssc26 po,inputevents_cv
7486,45452,ssc28po,inputevents_cv
7487,45454,sc34+bp,inputevents_cv
7488,45455,ssc28 ng,inputevents_cv
7489,45457,ssc26 pg,inputevents_cv
7490,45458,ssc26 po,inputevents_cv
7491,45459,ssc28,inputevents_cv
7492,45460,ssc28 ngt,outputevents
7493,45461,ssc 26 ngt,outputevents
7494,45465,ns w/15mm of na.phos,inputevents_cv
7495,45466,sod.phos. 15mmol/250,inputevents_cv
7496,45467,sc28 po,inputevents_cv
7497,45469,sc30 pg,inputevents_cv
7498,45470,sc30pg,inputevents_cv
7499,45471,sc30 po,inputevents_cv
7500,45472,sc30po,inputevents_cv
7501,45473,sc26 ng,inputevents_cv
7502,45474,sc26 pg,inputevents_cv
7503,45475,ssc 28 po,inputevents_cv
7504,45476,versed 20mg/50ml d5,inputevents_cv
7505,45478,ca,inputevents_cv
7506,45479,dialysis in,outputevents
7507,45480,500cc ns bolus,inputevents_cv
7508,45481,mucamyst.,inputevents_cv
7509,45482,nutramigen 22 pg,inputevents_cv
7510,45483,nutramigen 22 po,inputevents_cv
7511,45484,nutran tube feed,outputevents
7512,45486,hemo,inputevents_cv
7513,45488,ssc26,inputevents_cv
7514,45490,ssc26 ng,inputevents_cv
7515,45491,ssc26 po,inputevents_cv
7516,45492,sw with na acetate,inputevents_cv
7517,45494,plueral tap,outputevents
7518,45495,peptamen vhp,inputevents_cv
7519,45497,replete with fiber,inputevents_cv
7520,45498,na phosphate 30mmol,inputevents_cv
7521,45499,amphotercin 25mg,inputevents_cv
7522,45500,thoracasentesis,inputevents_cv
7523,45501,g-j tube gravity dr,outputevents
7524,45502,sc 28 ng,inputevents_cv
7525,45503,"sc 26 liquid, ng",inputevents_cv
7526,45504,"sc 26 liquid, po",inputevents_cv
7527,45505,3/4 str nutrin,inputevents_cv
7528,45506,7.7meqnaacetate,inputevents_cv
7529,45507,sc26 ng,inputevents_cv
7530,45508,similac sc 26,inputevents_cv
7531,45510,fleet enema,inputevents_cv
7532,45511,"sc28 liquid, ng",inputevents_cv
7533,45513,"sc28 liquid,po",inputevents_cv
7534,45514,"sc28 liquid, po",inputevents_cv
7535,45516,sc30 po,inputevents_cv
7536,45517,drain 1 flush l side,outputevents
7537,45519,sc26liq,inputevents_cv
7538,45520,midazolam(versed),inputevents_cv
7539,45521,sc28liq ng,inputevents_cv
7540,45523,pericardial tap,outputevents
7541,45531,sc 26 ng,inputevents_cv
7542,45532,ir lactated ringers,inputevents_cv
7543,45534,neosure 26 cal,inputevents_cv
7544,45535,sodium phos 30mmol,inputevents_cv
7545,45537,ascites in ir,inputevents_cv
7546,45539,special care 28,inputevents_cv
7547,45542,ir intake,inputevents_cv
7548,45543,naacetate via uac,inputevents_cv
7549,45544,replete full strengh,inputevents_cv
7550,45563,ketamine 200mgm 50ml,inputevents_cv
7551,45564,ssc28ng,inputevents_cv
7552,45566,special care 26,inputevents_cv
7553,45567,lactulose/kayexalate,inputevents_cv
7554,45569,ssc 26 ng,inputevents_cv
7555,45572,nutren 3/4str,inputevents_cv
7556,45573,ketamine 100mg/50ml,inputevents_cv
7557,45576,"ruq, rlq",inputevents_cv
7558,45580,sc 28 po,inputevents_cv
7559,45586,sim sc26,inputevents_cv
7560,45588,sim sc28 ng,inputevents_cv
7561,45589,sim sc28 po,inputevents_cv
7562,45593,calcium w/ pheresis,inputevents_cv
7563,45595,nutramigen28w/rc pg,inputevents_cv
7564,45597,replete with fiber,inputevents_cv
7565,45598,replete w/fiber fs,inputevents_cv
7566,45600,sc26 po,inputevents_cv
7567,45606,sc26,inputevents_cv
7568,45607,ir output,outputevents
7569,45609,readi-cat,inputevents_cv
7570,45610,g/j collection bag,inputevents_cv
7571,45612,neosure 26,inputevents_cv
7572,45614,simsc30,inputevents_cv
7573,45617,blood from mouth,outputevents
7574,45621,30mmolnaphos/ns,inputevents_cv
7575,45623,soap suds enema,inputevents_cv
7576,45624,or out (abdominal),outputevents
7577,45626,l thoracentesis,outputevents
7578,45627,potassium 40/500,inputevents_cv
7579,45629,tpnd9.5,inputevents_cv
7580,45632,pg  special care 28,inputevents_cv
7581,45634,sodium barcarb,inputevents_cv
7582,45635,ct #2 assessment,inputevents_cv
7583,45640,#11 vent cap/ #16,inputevents_cv
7584,45641,k phosphate,inputevents_cv
7585,45643,replete/fiber,inputevents_cv
7586,45644,gentamycin irrigatin,inputevents_cv
7587,45645,thorocentesis,outputevents
7588,45646,angio intake,inputevents_cv
7589,45647,gentamicin to ct,inputevents_cv
7590,45648,nutren renal fs,inputevents_cv
7591,45649,po contrast,inputevents_cv
7592,45651,left thoracentesis,outputevents
7593,45652,vac dressing,inputevents_cv
7594,45653,left arm drainage.,outputevents
7595,45654,abd wd drainage,outputevents
7596,45655,right arm drainage,outputevents
7597,45656,simsc28,inputevents_cv
7598,45657,replete with fiber.,inputevents_cv
7599,45659,ssc 26,inputevents_cv
7600,45660,ns+ 15mmol na phosph,inputevents_cv
7601,45661,cyclosporine,inputevents_cv
7602,45662,dye,inputevents_cv
7603,45663,nutramigen 26,inputevents_cv
7604,45664,chest tube # 3,outputevents
7605,45665,thoarcentesis,outputevents
7606,45666,bm24 w/nsp,outputevents
7607,45667,sim sc 26,inputevents_cv
7608,45668,ed crystal,inputevents_cv
7609,45669,ed ffp,inputevents_cv
7610,45671,sim sc 28,inputevents_cv
7611,45673,na acetate,inputevents_cv
7612,45674,bicarb  250meq/250cc,inputevents_cv
7613,45675,nutramigen 28,inputevents_cv
7614,45676,ivf from metrowest,inputevents_cv
7615,45677,special care 26 ng,inputevents_cv
7616,45678,sc 26,inputevents_cv
7617,45680,ssc 28 ng,inputevents_cv
7618,45681,ssc 30 ng,inputevents_cv
7619,45682,bladder pressure in,inputevents_cv
7620,45683,sc 30,inputevents_cv
7621,45684,sc 28,inputevents_cv
7622,45685,sc30,inputevents_cv
7623,45686,simsc 28,inputevents_cv
7624,45687,flolan infusion,inputevents_cv
7625,45688,naacetate+h2o+ hep,inputevents_cv
7626,45689,sc 28,inputevents_cv
7627,45690,na acetate+hep+h2o,inputevents_cv
7628,45691,replete w/ fiber,inputevents_cv
7629,45692,d10w-4meqkcl-repogle,inputevents_cv
7630,45693,sim sc 28 po,inputevents_cv
7631,45694,ca gluconate 40gm,inputevents_cv
7632,45699,ca gluconate,inputevents_cv
7633,45701,pulmonary nutren,inputevents_cv
7634,45702,r. pleural tap,outputevents
7635,45704,repogle output,outputevents
7636,45708,sc26cals,inputevents_cv
7637,45709,golytley,inputevents_cv
7638,45710,1/2 nutren pulmonary,inputevents_cv
7639,45713,or fluid,inputevents_cv
7640,45716,replete tf,inputevents_cv
7641,45718,sc30,inputevents_cv
7642,45719,sc 26 pg,inputevents_cv
7643,45721,ssc 30 pg,inputevents_cv
7644,45722,sc 26cals,inputevents_cv
7645,45724,sc 26 pg,inputevents_cv
7646,45725,sc 26 po,inputevents_cv
7647,45727,left arm,inputevents_cv
7648,45728,right arm,inputevents_cv
7649,45730,nutramigen22 pg,inputevents_cv
7650,45732,hd off,inputevents_cv
7651,45734,farr 10 iv intake,inputevents_cv
7652,45735,farr 10 po intake,inputevents_cv
7653,45737,nut 26 ng,inputevents_cv
7654,45738,nut 26 po,inputevents_cv
7655,45740,farr 10 jp drainage,outputevents
7656,45742,abd wound drains,outputevents
7657,45744,sc28,inputevents_cv
7658,45745,sp care 26 ng,inputevents_cv
7659,45747,floor po intake,inputevents_cv
7660,45748,neosure 22cal ng,inputevents_cv
7661,45750,out pt intake +prbc,outputevents
7662,45751,iv fluids on floor.,inputevents_cv
7663,45754,pn d8.5,inputevents_cv
7664,45756,golytely,inputevents_cv
7665,45757,"sc26,ng",inputevents_cv
7666,45759,"sc26,po",inputevents_cv
7667,45760,bm24 w/neosure ng,outputevents
7668,45762,sodium phos 30mmol,inputevents_cv
7669,45764,methadone,inputevents_cv
7670,45765,sodium phos 30mmol,inputevents_cv
7671,45766,"sc26+bp, ng",inputevents_cv
7672,45768,sc 28 po,inputevents_cv
